"ID","FLDNAME","TBLNAME","CRFNAME","QUESTION","TEXT","STATUS","DEPRULE","TYPE","LENGTH","DECIML","RANGEVAL","RANGESQL","RANGEPRL","UNITS","CODE","NOTES","OBJID","COLID","RANGEJSCPT","NAVJSCPT","FTYPE","TAB","DE","MC","VISIBLE","LOGVISIBLE","MTBLNAME","SUBTBLNAME","POPJSCPT","GRID","DEF","update_stamp"
"","RID","BLENNOWPLASMANFL","Blennow Lab ADNI1 Plasma neurofilament light (NFL)","-4","Participant roster ID","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","The 4 digit roster ID (RID) should be used to merge data","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-09-29 16:20:18.0"
"","VISCODE","BLENNOWPLASMANFL","Blennow Lab ADNI1 Plasma neurofilament light (NFL)","-4","Visit code","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-09-29 16:20:18.0"
"","VISCODE2","BLENNOWPLASMANFL","Blennow Lab ADNI1 Plasma neurofilament light (NFL)","-4","Translated visit code","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","Months from baseline rounded to nearest 6 months","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-09-29 16:20:18.0"
"","EXAMDATE","BLENNOWPLASMANFL","Blennow Lab ADNI1 Plasma neurofilament light (NFL)","-4","Examination Date","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-04 10:49:13.0"
"","BOX_POS","BLENNOWPLASMANFL","Blennow Lab ADNI1 Plasma neurofilament light (NFL)","-4","Box position","-4","-4","-4","-4","-4","-4","-4","-4","","-4","","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-04 10:49:13.0"
"","VOL","BLENNOWPLASMANFL","Blennow Lab ADNI1 Plasma neurofilament light (NFL)","-4","Sample volume","-4","-4","-4","-4","-4","-4","-4","-4","","-4","","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-04 10:49:13.0"
"","PLASMA_NFL","BLENNOWPLASMANFL","Blennow Lab ADNI1 Plasma neurofilament light (NFL)","-4","Plasma NFL","-4","-4","-4","-4","-4","-4","-4","-4","pg/ml","-4","","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-04 10:49:13.0"
"","COMMENTS","BLENNOWPLASMANFL","Blennow Lab ADNI1 Plasma neurofilament light (NFL)","-4","Comments","-4","-4","-4","-4","-4","-4","-4","-4","","-4","","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-04 10:49:13.0"
