Date,Time,CO2(mmHg),CRC,
2023-08-24,16:03:46.32,1,64330,
2023-08-24,16:03:46.56,1,64574,
2023-08-24,16:03:46.87,1,44016,
2023-08-24,16:03:47.12,1,1960,
2023-08-24,16:03:47.36,1,35290,
2023-08-24,16:03:47.61,1,64416,
2023-08-24,16:03:47.85,1,65273,
2023-08-24,16:03:48.20,1,36603,
2023-08-24,16:03:48.32,1,51650,
2023-08-24,16:03:48.56,1,52918,
2023-08-24,16:03:48.82,1,9533,
2023-08-24,16:03:49.10,1,55368,
2023-08-24,16:03:49.37,1,52710,
2023-08-24,16:03:49.62,1,21236,
2023-08-24,16:03:49.86,1,22445,
2023-08-24,16:03:50.19,1,18208,
2023-08-24,16:03:50.36,1,55117,
2023-08-24,16:03:50.57,1,27772,
2023-08-24,16:03:50.81,1,27295,
2023-08-24,16:03:51.06,1,33278,
2023-08-24,16:03:51.35,1,62704,
2023-08-24,16:03:51.62,1,34442,
2023-08-24,16:03:51.84,1,28347,
2023-08-24,16:03:52.19,1,10179,
2023-08-24,16:03:52.34,1,23238,
2023-08-24,16:03:52.60,1,45920,
2023-08-24,16:03:52.82,1,37280,
2023-08-24,16:03:53.06,1,57629,
2023-08-24,16:03:53.31,1,24290,
2023-08-24,16:03:53.60,1,2817,
2023-08-24,16:03:53.84,1,3672,
2023-08-24,16:03:54.18,1,61522,
2023-08-24,16:03:54.34,1,64483,
2023-08-24,16:03:54.60,1,4677,
2023-08-24,16:03:54.84,1,5916,
2023-08-24,16:03:55.06,1,16440,
2023-08-24,16:03:55.32,1,25627,
2023-08-24,16:03:55.56,1,25455,
2023-08-24,16:03:55.85,1,55753,
2023-08-24,16:03:56.18,1,37041,
2023-08-24,16:03:56.33,1,51757,
2023-08-24,16:03:56.59,1,28419,
2023-08-24,16:03:56.83,1,9938,
2023-08-24,16:03:57.10,1,44307,
2023-08-24,16:03:57.31,1,40740,
2023-08-24,16:03:57.57,1,30008,
2023-08-24,16:03:57.81,1,29659,
2023-08-24,16:03:58.17,1,30423,
2023-08-24,16:03:58.33,1,63653,
2023-08-24,16:03:58.60,1,16430,
2023-08-24,16:03:58.85,1,13251,
2023-08-24,16:03:59.09,1,50877,
2023-08-24,16:03:59.34,1,4585,
2023-08-24,16:03:59.56,1,12548,
2023-08-24,16:03:59.80,1,14311,
2023-08-24,16:04:00.15,1,23638,
2023-08-24,16:04:00.33,1,16204,
2023-08-24,16:04:00.58,1,60630,
2023-08-24,16:04:00.84,1,33438,
2023-08-24,16:04:01.09,1,340,
2023-08-24,16:04:01.33,1,34605,
2023-08-24,16:04:01.60,1,16294,
2023-08-24,16:04:01.81,1,34490,
2023-08-24,16:04:02.13,1,6956,
2023-08-24,16:04:02.31,1,45767,
2023-08-24,16:04:02.58,1,35893,
2023-08-24,16:04:02.84,1,57981,
2023-08-24,16:04:03.09,1,25015,
2023-08-24,16:04:03.33,1,59342,
2023-08-24,16:04:03.60,1,24389,
2023-08-24,16:04:03.85,1,11432,
2023-08-24,16:04:04.15,1,40336,
2023-08-24,16:04:04.31,1,5090,
2023-08-24,16:04:04.56,1,36682,
2023-08-24,16:04:04.84,1,17240,
2023-08-24,16:04:05.09,1,49298,
2023-08-24,16:04:05.34,1,6086,
2023-08-24,16:04:05.58,1,38257,
2023-08-24,16:04:05.85,1,36237,
2023-08-24,16:04:06.16,1,26287,
2023-08-24,16:04:06.32,1,59613,
2023-08-24,16:04:06.56,1,61353,
2023-08-24,16:04:06.80,1,59722,
2023-08-24,16:04:07.08,1,54981,
2023-08-24,16:04:07.33,1,9736,
2023-08-24,16:04:07.58,1,62866,
2023-08-24,16:04:07.84,1,39898,
2023-08-24,16:04:08.17,1,8851,
2023-08-24,16:04:08.33,1,44257,
2023-08-24,16:04:08.55,1,18173,
2023-08-24,16:04:08.80,1,56258,
2023-08-24,16:04:09.06,1,17943,
2023-08-24,16:04:09.32,1,25140,
2023-08-24,16:04:09.58,1,50970,
2023-08-24,16:04:09.84,1,43346,
2023-08-24,16:04:10.17,1,63213,
2023-08-24,16:04:10.33,1,30879,
2023-08-24,16:04:10.58,1,43781,
2023-08-24,16:04:10.80,1,4028,
2023-08-24,16:04:11.07,1,58589,
2023-08-24,16:04:11.31,1,11670,
2023-08-24,16:04:11.58,1,4964,
2023-08-24,16:04:11.84,1,32044,
2023-08-24,16:04:12.17,1,38414,
2023-08-24,16:04:12.33,1,6268,
2023-08-24,16:04:12.57,1,7944,
2023-08-24,16:04:12.84,1,42414,
2023-08-24,16:04:13.06,1,62090,
2023-08-24,16:04:13.30,1,15297,
2023-08-24,16:04:13.55,1,18945,
2023-08-24,16:04:13.84,1,7631,
2023-08-24,16:04:14.16,1,16799,
2023-08-24,16:04:14.33,1,47449,
2023-08-24,16:04:14.59,1,7287,
2023-08-24,16:04:14.84,1,1163,
2023-08-24,16:04:15.08,1,61941,
2023-08-24,16:04:15.30,1,39652,
2023-08-24,16:04:15.56,1,28920,
2023-08-24,16:04:15.80,1,30235,
2023-08-24,16:04:16.17,1,22472,
2023-08-24,16:04:16.33,1,55738,
2023-08-24,16:04:16.58,1,2592,
2023-08-24,16:04:16.84,1,25704,
2023-08-24,16:04:17.08,1,37142,
2023-08-24,16:04:17.32,1,5999,
2023-08-24,16:04:17.56,1,4123,
2023-08-24,16:04:17.80,1,5880,
2023-08-24,16:04:18.13,1,44977,
2023-08-24,16:04:18.33,1,60210,
2023-08-24,16:04:18.58,1,14504,
2023-08-24,16:04:18.83,1,1997,
2023-08-24,16:04:19.07,1,30576,
2023-08-24,16:04:19.34,1,638,
2023-08-24,16:04:19.59,1,63101,
2023-08-24,16:04:19.81,1,21188,
2023-08-24,16:04:20.14,1,42308,
2023-08-24,16:04:20.30,1,11062,
2023-08-24,16:04:20.59,1,5572,
2023-08-24,16:04:20.83,1,23573,
2023-08-24,16:04:21.08,1,63558,
2023-08-24,16:04:21.34,1,22950,
2023-08-24,16:04:21.58,1,56081,
2023-08-24,16:04:21.82,1,37568,
2023-08-24,16:04:22.13,1,38026,
2023-08-24,16:04:22.29,1,4851,
2023-08-24,16:04:22.56,1,41417,
2023-08-24,16:04:22.83,1,15606,
2023-08-24,16:04:23.07,1,19531,
2023-08-24,16:04:23.34,1,14661,
2023-08-24,16:04:23.57,1,28444,
2023-08-24,16:04:23.83,1,33943,
2023-08-24,16:04:24.16,1,35306,
2023-08-24,16:04:24.30,1,60144,
2023-08-24,16:04:24.55,1,39728,
2023-08-24,16:04:24.79,1,36993,
2023-08-24,16:04:25.07,1,60782,
2023-08-24,16:04:25.34,1,39008,
2023-08-24,16:04:25.59,1,27747,
2023-08-24,16:04:25.83,1,9650,
2023-08-24,16:04:26.16,1,59657,
2023-08-24,16:04:26.34,1,16610,
2023-08-24,16:04:26.54,1,36199,
2023-08-24,16:04:26.80,1,26348,
2023-08-24,16:04:27.04,1,5713,
2023-08-24,16:04:27.35,1,36407,
2023-08-24,16:04:27.60,1,4389,
2023-08-24,16:04:27.84,1,5244,
2023-08-24,16:04:28.17,1,44341,
2023-08-24,16:04:28.33,1,9031,
2023-08-24,16:04:28.59,1,34409,
2023-08-24,16:04:28.81,1,8912,
2023-08-24,16:04:29.05,1,21101,
2023-08-24,16:04:29.29,1,23004,
2023-08-24,16:04:29.59,1,15880,
2023-08-24,16:04:29.83,1,30681,
2023-08-24,16:04:30.18,1,44453,
2023-08-24,16:04:30.34,1,42516,
2023-08-24,16:04:30.59,1,21015,
2023-08-24,16:04:30.84,1,19179,
2023-08-24,16:04:31.04,1,61607,
2023-08-24,16:04:31.28,1,64278,
2023-08-24,16:04:31.54,1,54256,
2023-08-24,16:04:31.85,1,33854,
2023-08-24,16:04:32.17,1,6568,
2023-08-24,16:04:32.33,1,38874,
2023-08-24,16:04:32.57,1,37038,
2023-08-24,16:04:32.83,1,31525,
2023-08-24,16:04:33.09,1,43458,
2023-08-24,16:04:33.29,1,60737,
2023-08-24,16:04:33.55,1,50599,
2023-08-24,16:04:33.79,1,52758,
2023-08-24,16:04:34.16,1,52793,
2023-08-24,16:04:34.34,1,26578,
2023-08-24,16:04:34.56,1,18239,
2023-08-24,16:04:34.84,1,35629,
2023-08-24,16:04:35.06,1,56329,
2023-08-24,16:04:35.33,1,36510,
2023-08-24,16:04:35.55,1,25730,
2023-08-24,16:04:35.80,1,63933,
2023-08-24,16:04:36.04,1,59875,
2023-08-24,16:04:36.41,1,56480,
2023-08-24,16:04:36.57,1,20840,
2023-08-24,16:04:36.82,1,52311,
2023-08-24,16:04:37.06,1,48362,
2023-08-24,16:04:37.32,1,39113,
2023-08-24,16:04:37.58,1,15847,
2023-08-24,16:04:37.80,1,39262,
2023-08-24,16:04:38.13,1,8215,
2023-08-24,16:04:38.29,1,42606,
2023-08-24,16:04:38.57,1,25568,
2023-08-24,16:04:38.83,1,34923,
2023-08-24,16:04:39.07,1,63702,
2023-08-24,16:04:39.31,1,12701,
2023-08-24,16:04:39.56,1,44341,
2023-08-24,16:04:39.83,1,12298,
2023-08-24,16:04:40.13,1,29858,
2023-08-24,16:04:40.29,1,62171,
2023-08-24,16:04:40.54,1,44169,
2023-08-24,16:04:40.81,1,12726,
2023-08-24,16:04:41.07,1,44131,
2023-08-24,16:04:41.32,1,65268,
2023-08-24,16:04:41.57,1,36660,
2023-08-24,16:04:41.81,1,35287,
2023-08-24,16:04:42.16,1,43012,
2023-08-24,16:04:42.30,1,51998,
2023-08-24,16:04:42.54,1,52330,
2023-08-24,16:04:42.79,1,45423,
2023-08-24,16:04:43.06,1,47668,
2023-08-24,16:04:43.32,1,40471,
2023-08-24,16:04:43.57,1,61399,
2023-08-24,16:04:43.82,1,29416,
2023-08-24,16:04:44.14,1,58441,
2023-08-24,16:04:44.31,1,7311,
2023-08-24,16:04:44.54,1,27983,
2023-08-24,16:04:44.78,1,26366,
2023-08-24,16:04:45.02,1,53728,
2023-08-24,16:04:45.31,1,42222,
2023-08-24,16:04:45.58,1,39452,
2023-08-24,16:04:45.82,1,54221,
2023-08-24,16:04:46.15,1,61982,
2023-08-24,16:04:46.31,1,31852,
2023-08-24,16:04:46.55,1,31512,
2023-08-24,16:04:46.79,1,28841,
2023-08-24,16:04:47.03,1,51127,
2023-08-24,16:04:47.27,1,18885,
2023-08-24,16:04:47.57,1,11793,
2023-08-24,16:04:47.81,1,10482,
2023-08-24,16:04:48.14,1,46626,
2023-08-24,16:04:48.32,1,54584,
2023-08-24,16:04:48.56,1,53836,
2023-08-24,16:04:48.82,1,14791,
2023-08-24,16:04:49.04,1,42002,
2023-08-24,16:04:49.29,1,55575,
2023-08-24,16:04:49.53,1,54888,
2023-08-24,16:04:49.81,1,6778,
2023-08-24,16:04:50.15,1,5352,
2023-08-24,16:04:50.31,1,39578,
2023-08-24,16:04:50.55,1,40430,
2023-08-24,16:04:50.81,1,30309,
2023-08-24,16:04:51.05,1,1752,
2023-08-24,16:04:51.27,1,44851,
2023-08-24,16:04:51.53,1,534,
2023-08-24,16:04:51.77,1,35940,
2023-08-24,16:04:52.14,1,703,
2023-08-24,16:04:52.30,1,36045,
2023-08-24,16:04:52.57,1,4197,
2023-08-24,16:04:52.82,1,36186,
2023-08-24,16:04:53.06,1,64999,
2023-08-24,16:04:53.31,1,16920,
2023-08-24,16:04:53.54,1,13272,
2023-08-24,16:04:53.78,1,14441,
2023-08-24,16:04:54.02,1,11858,
2023-08-24,16:04:54.40,1,19004,
2023-08-24,16:04:54.56,1,51188,
2023-08-24,16:04:54.81,1,47011,
2023-08-24,16:04:55.05,1,50974,
2023-08-24,16:04:55.31,1,58173,
2023-08-24,16:04:55.56,1,32661,
2023-08-24,16:04:55.78,1,39244,
2023-08-24,16:04:56.02,1,20145,
2023-08-24,16:04:56.36,1,27282,
2023-08-24,16:04:56.56,1,42775,
2023-08-24,16:04:56.81,1,55104,
2023-08-24,16:04:57.05,1,43005,
2023-08-24,16:04:57.31,1,33758,
2023-08-24,16:04:57.55,1,33962,
2023-08-24,16:04:57.81,1,28449,
2023-08-24,16:04:58.03,1,2701,
2023-08-24,16:04:58.36,1,22554,
2023-08-24,16:04:58.52,1,24430,
2023-08-24,16:04:58.81,1,58824,
2023-08-24,16:04:59.06,1,3753,
2023-08-24,16:04:59.30,1,51170,
2023-08-24,16:04:59.57,1,23370,
2023-08-24,16:04:59.81,1,23977,
2023-08-24,16:05:00.13,1,5258,
2023-08-24,16:05:00.28,1,58439,
2023-08-24,16:05:00.52,1,60216,
2023-08-24,16:05:00.78,1,50960,
2023-08-24,16:05:01.06,1,47871,
2023-08-24,16:05:01.30,1,29620,
2023-08-24,16:05:01.55,1,628,
2023-08-24,16:05:01.81,1,59903,
2023-08-24,16:05:02.14,1,9540,
2023-08-24,16:05:02.30,1,43830,
2023-08-24,16:05:02.52,1,35803,
2023-08-24,16:05:02.76,1,1449,
2023-08-24,16:05:03.03,1,26201,
2023-08-24,16:05:03.31,1,26083,
2023-08-24,16:05:03.55,1,25239,
2023-08-24,16:05:03.81,1,35100,
2023-08-24,16:05:04.14,1,33889,
2023-08-24,16:05:04.30,1,2579,
2023-08-24,16:05:04.54,1,3431,
2023-08-24,16:05:04.78,1,1750,
2023-08-24,16:05:05.02,1,45512,
2023-08-24,16:05:05.26,1,16314,
2023-08-24,16:05:05.55,1,50098,
2023-08-24,16:05:05.80,1,24205,
2023-08-24,16:05:06.14,1,58498,
2023-08-24,16:05:06.30,1,27376,
2023-08-24,16:05:06.55,1,6960,
2023-08-24,16:05:06.79,1,4225,
2023-08-24,16:05:07.02,1,53547,
2023-08-24,16:05:07.28,1,64771,
2023-08-24,16:05:07.52,1,62076,
2023-08-24,16:05:07.80,1,15982,
2023-08-24,16:05:08.04,1,31835,
2023-08-24,16:05:08.39,1,43791,
2023-08-24,16:05:08.55,1,10680,
2023-08-24,16:05:08.80,1,46215,
2023-08-24,16:05:09.06,1,10578,
2023-08-24,16:05:09.28,1,53131,
2023-08-24,16:05:09.52,1,49396,
2023-08-24,16:05:09.77,1,14386,
2023-08-24,16:05:10.14,1,628,
2023-08-24,16:05:10.30,1,35846,
2023-08-24,16:05:10.55,1,64966,
2023-08-24,16:05:10.81,1,5709,
2023-08-24,16:05:11.06,1,64812,
2023-08-24,16:05:11.30,1,13415,
2023-08-24,16:05:11.53,1,25150,
2023-08-24,16:05:11.77,1,60492,
2023-08-24,16:05:12.01,1,29827,
2023-08-24,16:05:12.38,1,26918,
2023-08-24,16:05:12.54,1,60305,
2023-08-24,16:05:12.81,1,30382,
2023-08-24,16:05:13.06,1,40399,
2023-08-24,16:05:13.30,1,21636,
2023-08-24,16:05:13.55,1,9540,
2023-08-24,16:05:13.77,1,36015,
2023-08-24,16:05:14.01,1,54694,
2023-08-24,16:05:14.34,1,34609,
2023-08-24,16:05:14.54,1,19124,
2023-08-24,16:05:14.81,1,55179,
2023-08-24,16:05:15.04,1,53634,
2023-08-24,16:05:15.30,1,62881,
2023-08-24,16:05:15.54,1,62165,
2023-08-24,16:05:15.80,1,6494,
2023-08-24,16:05:16.02,1,11929,
2023-08-24,16:05:16.35,1,37222,
2023-08-24,16:05:16.51,1,38418,
2023-08-24,16:05:16.82,1,11444,
2023-08-24,16:05:17.06,1,23561,
2023-08-24,16:05:17.30,1,38210,
2023-08-24,16:05:17.57,1,2538,
2023-08-24,16:05:17.79,1,61235,
2023-08-24,16:05:18.14,1,37337,
2023-08-24,16:05:18.28,1,12345,
2023-08-24,16:05:18.52,1,16198,
2023-08-24,16:05:18.76,1,45364,
2023-08-24,16:05:19.07,1,6197,
2023-08-24,16:05:19.32,1,19106,
2023-08-24,16:05:19.56,1,19926,
2023-08-24,16:05:19.80,1,19253,
2023-08-24,16:05:20.14,1,51713,
2023-08-24,16:05:20.30,1,17523,
2023-08-24,16:05:20.52,1,25758,
2023-08-24,16:05:20.76,1,60140,
2023-08-24,16:05:21.02,2,43771,
2023-08-24,16:05:21.28,3,46562,
2023-08-24,16:05:21.55,3,60336,
2023-08-24,16:05:21.80,4,61208,
2023-08-24,16:05:22.04,4,65350,
2023-08-24,16:05:22.37,4,35400,
2023-08-24,16:05:22.55,5,39316,
2023-08-24,16:05:22.77,5,12415,
2023-08-24,16:05:23.01,5,51283,
2023-08-24,16:05:23.27,6,65050,
2023-08-24,16:05:23.53,6,21311,
2023-08-24,16:05:23.80,6,59801,
2023-08-24,16:05:24.05,6,20149,
2023-08-24,16:05:24.37,7,32318,
2023-08-24,16:05:24.55,7,24275,
2023-08-24,16:05:24.80,7,50156,
2023-08-24,16:05:25.02,7,38088,
2023-08-24,16:05:25.26,7,6842,
2023-08-24,16:05:25.52,7,47007,
2023-08-24,16:05:25.78,7,39863,
2023-08-24,16:05:26.13,7,37039,
2023-08-24,16:05:26.29,7,5846,
2023-08-24,16:05:26.53,7,6569,
2023-08-24,16:05:26.79,7,13697,
2023-08-24,16:05:27.03,7,33439,
2023-08-24,16:05:27.25,7,57733,
2023-08-24,16:05:27.51,6,32657,
2023-08-24,16:05:27.75,5,42160,
2023-08-24,16:05:28.04,5,16185,
2023-08-24,16:05:28.37,5,18999,
2023-08-24,16:05:28.54,6,18749,
2023-08-24,16:05:28.79,6,13368,
2023-08-24,16:05:29.03,6,33574,
2023-08-24,16:05:29.30,6,63016,
2023-08-24,16:05:29.52,6,54981,
2023-08-24,16:05:29.77,7,7474,
2023-08-24,16:05:30.00,7,18388,
2023-08-24,16:05:30.38,7,11461,
2023-08-24,16:05:30.54,8,48716,
2023-08-24,16:05:30.78,10,14111,
2023-08-24,16:05:31.05,12,65429,
2023-08-24,16:05:31.30,14,47236,
2023-08-24,16:05:31.54,16,55809,
2023-08-24,16:05:31.76,17,9971,
2023-08-24,16:05:32.00,18,64380,
2023-08-24,16:05:32.35,20,50738,
2023-08-24,16:05:32.55,21,30946,
2023-08-24,16:05:32.78,21,53976,
2023-08-24,16:05:33.04,22,33586,
2023-08-24,16:05:33.28,22,33625,
2023-08-24,16:05:33.54,23,62210,
2023-08-24,16:05:33.78,20,42554,
2023-08-24,16:05:34.00,14,16090,
2023-08-24,16:05:34.34,11,34505,
2023-08-24,16:05:34.50,8,46459,
2023-08-24,16:05:34.79,7,4785,
2023-08-24,16:05:35.03,6,38558,
2023-08-24,16:05:35.29,5,61413,
2023-08-24,16:05:35.54,5,45495,
2023-08-24,16:05:35.78,4,35127,
2023-08-24,16:05:36.03,4,10366,
2023-08-24,16:05:36.33,4,50860,
2023-08-24,16:05:36.49,3,20548,
2023-08-24,16:05:36.75,3,61860,
2023-08-24,16:05:37.03,3,2440,
2023-08-24,16:05:37.28,3,21268,
2023-08-24,16:05:37.53,3,10975,
2023-08-24,16:05:37.79,3,1783,
2023-08-24,16:05:38.04,3,53836,
2023-08-24,16:05:38.37,3,42818,
2023-08-24,16:05:38.51,3,19806,
2023-08-24,16:05:38.75,4,23227,
2023-08-24,16:05:39.00,8,31782,
2023-08-24,16:05:39.29,13,53781,
2023-08-24,16:05:39.53,16,41743,
2023-08-24,16:05:39.79,17,24016,
2023-08-24,16:05:40.03,18,11171,
2023-08-24,16:05:40.39,19,37084,
2023-08-24,16:05:40.54,19,15431,
2023-08-24,16:05:40.76,19,62340,
2023-08-24,16:05:41.00,21,24938,
2023-08-24,16:05:41.26,22,29436,
2023-08-24,16:05:41.54,23,52495,
2023-08-24,16:05:41.79,23,26421,
2023-08-24,16:05:42.04,23,18043,
2023-08-24,16:05:42.36,22,65321,
2023-08-24,16:05:42.52,19,32356,
2023-08-24,16:05:42.79,18,10986,
2023-08-24,16:05:43.01,17,46955,
2023-08-24,16:05:43.26,16,26830,
2023-08-24,16:05:43.51,15,37384,
2023-08-24,16:05:43.77,14,59388,
2023-08-24,16:05:44.04,13,40928,
2023-08-24,16:05:44.37,12,36067,
2023-08-24,16:05:44.53,12,34820,
2023-08-24,16:05:44.77,10,60448,
2023-08-24,16:05:45.04,8,9124,
2023-08-24,16:05:45.27,6,57332,
2023-08-24,16:05:45.51,5,51946,
2023-08-24,16:05:45.76,4,60533,
2023-08-24,16:05:46.02,4,39378,
2023-08-24,16:05:46.37,7,40470,
2023-08-24,16:05:46.53,13,13459,
2023-08-24,16:05:46.78,18,36822,
2023-08-24,16:05:47.02,21,42274,
2023-08-24,16:05:47.29,22,38862,
2023-08-24,16:05:47.51,22,23970,
2023-08-24,16:05:47.75,22,24548,
2023-08-24,16:05:48.01,20,41219,
2023-08-24,16:05:48.35,19,1325,
2023-08-24,16:05:48.54,19,8861,
2023-08-24,16:05:48.78,19,8950,
2023-08-24,16:05:49.03,18,29354,
2023-08-24,16:05:49.28,18,5397,
2023-08-24,16:05:49.53,17,8597,
2023-08-24,16:05:49.74,17,52481,
2023-08-24,16:05:49.99,16,24553,
2023-08-24,16:05:50.39,16,27585,
2023-08-24,16:05:50.52,16,2783,
2023-08-24,16:05:50.78,17,62464,
2023-08-24,16:05:51.02,16,3597,
2023-08-24,16:05:51.28,16,50147,
2023-08-24,16:05:51.52,15,6239,
2023-08-24,16:05:51.78,15,54705,
2023-08-24,16:05:52.00,14,58521,
2023-08-24,16:05:52.33,14,50347,
2023-08-24,16:05:52.49,14,19012,
2023-08-24,16:05:52.78,15,7620,
2023-08-24,16:05:53.02,18,41636,
2023-08-24,16:05:53.29,20,5602,
2023-08-24,16:05:53.53,21,43068,
2023-08-24,16:05:53.78,21,53123,
2023-08-24,16:05:54.02,22,54055,
2023-08-24,16:05:54.33,22,46998,
2023-08-24,16:05:54.49,22,14713,
2023-08-24,16:05:54.74,23,58834,
2023-08-24,16:05:55.02,24,15954,
2023-08-24,16:05:55.27,28,54056,
2023-08-24,16:05:55.52,32,57541,
2023-08-24,16:05:55.78,35,46268,
2023-08-24,16:05:56.03,36,3364,
2023-08-24,16:05:56.36,32,11351,
2023-08-24,16:05:56.50,21,3664,
2023-08-24,16:05:57.01,14,1654,
2023-08-24,16:05:57.02,10,9312,
2023-08-24,16:05:57.27,8,56267,
2023-08-24,16:05:57.53,6,21985,
2023-08-24,16:05:57.78,5,23086,
2023-08-24,16:05:58.03,8,57168,
2023-08-24,16:05:58.38,13,8383,
2023-08-24,16:05:58.52,20,59379,
2023-08-24,16:05:58.74,26,2960,
2023-08-24,16:05:59.00,30,37010,
2023-08-24,16:05:59.24,33,51079,
2023-08-24,16:05:59.53,31,3696,
2023-08-24,16:05:59.77,21,15110,
2023-08-24,16:06:00.43,13,5613,
2023-08-24,16:06:00.45,10,36155,
2023-08-24,16:06:00.53,8,38619,
2023-08-24,16:06:00.77,11,13417,
2023-08-24,16:06:00.99,20,4355,
2023-08-24,16:06:01.33,28,8149,
2023-08-24,16:06:01.49,33,31472,
2023-08-24,16:06:01.78,34,34774,
2023-08-24,16:06:02.02,25,50509,
2023-08-24,16:06:02.27,16,24921,
2023-08-24,16:06:02.53,11,47497,
2023-08-24,16:06:02.78,8,44196,
2023-08-24,16:06:03.02,8,7098,
2023-08-24,16:06:03.32,14,9759,
2023-08-24,16:06:03.49,21,41988,
2023-08-24,16:06:03.73,27,34540,
2023-08-24,16:06:04.28,31,29596,
2023-08-24,16:06:04.29,34,9784,
2023-08-24,16:06:04.52,35,12727,
2023-08-24,16:06:04.76,36,26274,
2023-08-24,16:06:05.01,37,48597,
2023-08-24,16:06:05.35,39,55612,
2023-08-24,16:06:05.49,41,38511,
2023-08-24,16:06:05.74,42,11430,
2023-08-24,16:06:05.98,43,5151,
2023-08-24,16:06:06.26,42,58193,
2023-08-24,16:06:06.52,31,29397,
2023-08-24,16:06:06.76,20,29842,
2023-08-24,16:06:07.03,14,19907,
2023-08-24,16:06:07.36,10,27824,
2023-08-24,16:06:07.51,8,25335,
2023-08-24,16:06:07.74,10,11922,
2023-08-24,16:06:07.98,17,48269,
2023-08-24,16:06:08.24,25,4852,
2023-08-24,16:06:08.52,30,57333,
2023-08-24,16:06:08.77,33,8881,
2023-08-24,16:06:09.02,35,9426,
2023-08-24,16:06:09.36,37,1366,
2023-08-24,16:06:09.51,39,52332,
2023-08-24,16:06:09.77,40,46497,
2023-08-24,16:06:09.99,40,64170,
2023-08-24,16:06:10.24,33,31387,
2023-08-24,16:06:10.48,22,30800,
2023-08-24,16:06:10.76,15,47583,
2023-08-24,16:06:11.02,11,29583,
2023-08-24,16:06:11.34,9,50928,
2023-08-24,16:06:11.52,7,4067,
2023-08-24,16:06:11.77,8,59163,
2023-08-24,16:06:12.01,12,123,
2023-08-24,16:06:12.24,19,29846,
2023-08-24,16:06:12.48,25,28257,
2023-08-24,16:06:12.75,29,50326,
2023-08-24,16:06:13.01,32,10696,
2023-08-24,16:06:13.34,35,24040,
2023-08-24,16:06:13.52,34,11965,
2023-08-24,16:06:13.77,25,33451,
2023-08-24,16:06:14.02,16,41638,
2023-08-24,16:06:14.26,12,27684,
2023-08-24,16:06:14.48,10,18447,
2023-08-24,16:06:14.73,8,21581,
2023-08-24,16:06:14.99,7,58224,
2023-08-24,16:06:15.34,6,5896,
2023-08-24,16:06:15.52,6,64788,
2023-08-24,16:06:15.77,5,20609,
2023-08-24,16:06:16.02,5,21394,
2023-08-24,16:06:16.26,5,56800,
2023-08-24,16:06:16.50,4,44700,
2023-08-24,16:06:16.74,4,8430,
2023-08-24,16:06:16.98,4,41076,
2023-08-24,16:06:17.31,4,44492,
2023-08-24,16:06:17.51,6,1579,
2023-08-24,16:06:17.76,13,54369,
2023-08-24,16:06:18.02,22,9861,
2023-08-24,16:06:18.27,28,24921,
2023-08-24,16:06:18.51,32,48230,
2023-08-24,16:06:18.76,34,64084,
2023-08-24,16:06:18.98,36,54077,
2023-08-24,16:06:19.35,37,167,
2023-08-24,16:06:19.48,38,63906,
2023-08-24,16:06:19.76,39,52187,
2023-08-24,16:06:20.01,39,4099,
2023-08-24,16:06:20.26,39,64663,
2023-08-24,16:06:20.51,40,27658,
2023-08-24,16:06:20.77,39,5575,
2023-08-24,16:06:21.02,39,47362,
2023-08-24,16:06:21.33,39,56755,
2023-08-24,16:06:21.49,40,27732,
2023-08-24,16:06:21.73,40,58394,
2023-08-24,16:06:22.01,38,44180,
2023-08-24,16:06:22.27,29,61008,
2023-08-24,16:06:22.52,19,23574,
2023-08-24,16:06:22.76,14,10252,
2023-08-24,16:06:23.01,12,27372,
2023-08-24,16:06:23.33,10,34541,
2023-08-24,16:06:23.47,9,37486,
2023-08-24,16:06:23.73,7,38210,
2023-08-24,16:06:23.97,7,36891,
2023-08-24,16:06:24.25,6,48121,
2023-08-24,16:06:24.51,6,5852,
2023-08-24,16:06:24.76,5,22049,
2023-08-24,16:06:25.01,5,55481,
2023-08-24,16:06:25.34,5,35374,
2023-08-24,16:06:25.52,4,21251,
2023-08-24,16:06:25.74,4,12313,
2023-08-24,16:06:25.98,4,45187,
2023-08-24,16:06:26.22,5,57188,
2023-08-24,16:06:26.51,6,30271,
2023-08-24,16:06:26.75,6,63565,
2023-08-24,16:06:27.00,5,52974,
2023-08-24,16:06:27.35,4,44872,
2023-08-24,16:06:27.51,4,43068,
2023-08-24,16:06:27.76,3,9221,
2023-08-24,16:06:27.98,3,18935,
2023-08-24,16:06:28.22,3,18250,
2023-08-24,16:06:28.48,3,57956,
2023-08-24,16:06:28.74,3,17284,
2023-08-24,16:06:29.02,2,34969,
2023-08-24,16:06:29.37,2,55822,
2023-08-24,16:06:29.53,2,56698,
2023-08-24,16:06:29.77,2,21256,
2023-08-24,16:06:30.01,2,32602,
2023-08-24,16:06:30.24,2,34716,
2023-08-24,16:06:30.46,2,42865,
2023-08-24,16:06:30.73,3,50903,
2023-08-24,16:06:30.99,7,44304,
2023-08-24,16:06:31.33,13,46907,
2023-08-24,16:06:31.51,19,37266,
2023-08-24,16:06:31.75,26,55994,
2023-08-24,16:06:32.01,28,28807,
2023-08-24,16:06:32.25,19,6304,
2023-08-24,16:06:32.48,12,26817,
