Date,Time,CO2(mmHg),CRC,
2023-08-24,16:10:00.13,36,13816,
2023-08-24,16:10:00.38,33,44466,
2023-08-24,16:10:00.64,22,24985,
2023-08-24,16:10:00.88,14,39399,
2023-08-24,16:10:01.21,11,4031,
2023-08-24,16:10:01.39,9,4947,
2023-08-24,16:10:01.61,12,23629,
2023-08-24,16:10:01.85,20,27354,
2023-08-24,16:10:02.11,26,51693,
2023-08-24,16:10:02.37,30,4798,
2023-08-24,16:10:02.63,33,36330,
2023-08-24,16:10:02.89,34,53872,
2023-08-24,16:10:03.22,28,36099,
2023-08-24,16:10:03.38,18,55133,
2023-08-24,16:10:03.63,12,38760,
2023-08-24,16:10:03.85,9,53373,
2023-08-24,16:10:04.09,9,33830,
2023-08-24,16:10:04.36,16,64738,
2023-08-24,16:10:04.63,23,14865,
2023-08-24,16:10:04.89,29,5079,
2023-08-24,16:10:05.21,32,15329,
2023-08-24,16:10:05.37,34,6498,
2023-08-24,16:10:05.63,36,46343,
2023-08-24,16:10:05.88,37,60010,
2023-08-24,16:10:06.10,30,61767,
2023-08-24,16:10:06.35,20,28256,
2023-08-24,16:10:06.59,13,25769,
2023-08-24,16:10:06.88,10,54760,
2023-08-24,16:10:07.22,10,21143,
2023-08-24,16:10:07.38,16,64319,
2023-08-24,16:10:07.64,24,3111,
2023-08-24,16:10:07.88,29,29171,
2023-08-24,16:10:08.12,32,19895,
2023-08-24,16:10:08.35,30,51009,
2023-08-24,16:10:08.59,20,63163,
2023-08-24,16:10:08.86,13,53506,
2023-08-24,16:10:09.21,10,8788,
2023-08-24,16:10:09.39,9,33022,
2023-08-24,16:10:09.64,15,63575,
2023-08-24,16:10:09.88,23,41,
2023-08-24,16:10:10.13,28,51940,
2023-08-24,16:10:10.38,31,8435,
2023-08-24,16:10:10.60,28,60535,
2023-08-24,16:10:10.84,18,48258,
2023-08-24,16:10:11.18,12,55123,
2023-08-24,16:10:11.38,9,8756,
2023-08-24,16:10:11.63,9,8060,
2023-08-24,16:10:11.88,15,1574,
2023-08-24,16:10:12.12,23,13289,
2023-08-24,16:10:12.39,28,34988,
2023-08-24,16:10:12.62,32,65449,
2023-08-24,16:10:12.86,32,62988,
2023-08-24,16:10:13.19,24,338,
2023-08-24,16:10:13.35,15,27480,
2023-08-24,16:10:13.63,11,10520,
2023-08-24,16:10:13.88,9,44584,
2023-08-24,16:10:14.13,11,9793,
2023-08-24,16:10:14.37,19,44462,
2023-08-24,16:10:14.62,26,33942,
2023-08-24,16:10:14.88,30,57101,
2023-08-24,16:10:15.19,31,18780,
2023-08-24,16:10:15.35,23,6245,
2023-08-24,16:10:15.59,15,60761,
2023-08-24,16:10:15.87,11,41078,
2023-08-24,16:10:16.13,9,25068,
2023-08-24,16:10:16.38,13,43066,
2023-08-24,16:10:16.63,21,14582,
2023-08-24,16:10:16.87,27,39925,
2023-08-24,16:10:17.20,31,41062,
2023-08-24,16:10:17.34,33,2722,
2023-08-24,16:10:17.61,27,37120,
2023-08-24,16:10:17.85,17,49653,
2023-08-24,16:10:18.13,12,25253,
2023-08-24,16:10:18.37,9,56598,
2023-08-24,16:10:18.63,11,65463,
2023-08-24,16:10:18.87,19,32699,
2023-08-24,16:10:19.20,26,37072,
2023-08-24,16:10:19.40,30,32935,
2023-08-24,16:10:19.61,33,62693,
2023-08-24,16:10:19.84,26,40916,
2023-08-24,16:10:20.09,16,40689,
2023-08-24,16:10:20.38,11,25559,
2023-08-24,16:10:20.62,9,6620,
2023-08-24,16:10:20.87,10,63165,
2023-08-24,16:10:21.20,18,55569,
2023-08-24,16:10:21.38,25,45456,
2023-08-24,16:10:21.63,30,54955,
2023-08-24,16:10:21.84,33,25743,
2023-08-24,16:10:22.10,33,27934,
2023-08-24,16:10:22.34,24,49663,
2023-08-24,16:10:22.62,15,9498,
2023-08-24,16:10:22.86,11,57467,
2023-08-24,16:10:23.21,10,30031,
2023-08-24,16:10:23.37,14,12718,
2023-08-24,16:10:23.62,22,41486,
2023-08-24,16:10:23.87,28,60977,
2023-08-24,16:10:24.09,32,13112,
2023-08-24,16:10:24.34,34,30212,
2023-08-24,16:10:24.58,30,48138,
2023-08-24,16:10:24.87,20,41088,
2023-08-24,16:10:25.20,13,2694,
2023-08-24,16:10:25.36,10,55280,
2023-08-24,16:10:25.63,8,9726,
2023-08-24,16:10:25.88,11,59595,
2023-08-24,16:10:26.12,19,42843,
2023-08-24,16:10:26.34,25,64931,
2023-08-24,16:10:26.60,30,65377,
2023-08-24,16:10:26.84,32,37030,
2023-08-24,16:10:27.21,33,16657,
2023-08-24,16:10:27.37,26,497,
2023-08-24,16:10:27.61,16,54821,
2023-08-24,16:10:27.88,11,26477,
2023-08-24,16:10:28.12,9,60837,
2023-08-24,16:10:28.37,10,11205,
2023-08-24,16:10:28.60,17,38535,
2023-08-24,16:10:28.84,24,37665,
2023-08-24,16:10:29.17,28,14255,
2023-08-24,16:10:29.37,32,25620,
2023-08-24,16:10:29.61,32,60048,
2023-08-24,16:10:29.86,24,36977,
2023-08-24,16:10:30.13,15,9103,
2023-08-24,16:10:30.37,11,60685,
2023-08-24,16:10:30.61,9,50643,
2023-08-24,16:10:30.83,12,62202,
2023-08-24,16:10:31.16,20,57774,
2023-08-24,16:10:31.34,26,33995,
2023-08-24,16:10:31.61,30,30987,
2023-08-24,16:10:31.88,32,14262,
2023-08-24,16:10:32.12,28,10612,
2023-08-24,16:10:32.37,19,60162,
2023-08-24,16:10:32.61,13,35405,
2023-08-24,16:10:32.87,9,19713,
2023-08-24,16:10:33.18,8,47811,
2023-08-24,16:10:33.34,12,40697,
2023-08-24,16:10:33.59,19,61080,
2023-08-24,16:10:33.87,26,9757,
2023-08-24,16:10:34.12,30,5926,
2023-08-24,16:10:34.36,33,16435,
2023-08-24,16:10:34.60,30,39908,
2023-08-24,16:10:34.87,20,19363,
2023-08-24,16:10:35.20,13,57765,
2023-08-24,16:10:35.34,10,30800,
2023-08-24,16:10:35.59,8,58452,
2023-08-24,16:10:35.83,10,56358,
2023-08-24,16:10:36.12,18,32585,
2023-08-24,16:10:36.37,25,63570,
2023-08-24,16:10:36.61,29,13243,
2023-08-24,16:10:36.85,32,53716,
2023-08-24,16:10:37.20,34,39412,
2023-08-24,16:10:37.36,30,56597,
2023-08-24,16:10:37.59,20,573,
2023-08-24,16:10:37.83,13,1747,
2023-08-24,16:10:38.08,10,27647,
2023-08-24,16:10:38.37,9,21168,
2023-08-24,16:10:38.61,15,45463,
2023-08-24,16:10:38.86,23,42262,
2023-08-24,16:10:39.20,28,30136,
2023-08-24,16:10:39.36,31,28725,
2023-08-24,16:10:39.61,31,21728,
2023-08-24,16:10:39.83,21,42992,
2023-08-24,16:10:40.07,14,28083,
2023-08-24,16:10:40.33,10,59025,
2023-08-24,16:10:40.62,8,43558,
2023-08-24,16:10:40.86,12,24582,
2023-08-24,16:10:41.19,20,13820,
2023-08-24,16:10:41.35,26,40753,
2023-08-24,16:10:41.62,31,5443,
2023-08-24,16:10:41.87,31,46775,
2023-08-24,16:10:42.09,23,60794,
2023-08-24,16:10:42.33,15,38594,
2023-08-24,16:10:42.59,11,37193,
2023-08-24,16:10:42.85,8,21568,
2023-08-24,16:10:43.20,8,5834,
2023-08-24,16:10:43.36,15,62022,
2023-08-24,16:10:43.61,23,9573,
2023-08-24,16:10:43.86,28,7912,
2023-08-24,16:10:44.12,31,38332,
2023-08-24,16:10:44.33,27,10555,
2023-08-24,16:10:44.57,17,29836,
2023-08-24,16:10:44.83,12,19516,
2023-08-24,16:10:45.20,9,34014,
2023-08-24,16:10:45.37,10,10025,
2023-08-24,16:10:45.61,16,779,
2023-08-24,16:10:45.86,24,56142,
2023-08-24,16:10:46.12,29,42115,
2023-08-24,16:10:46.37,30,33084,
2023-08-24,16:10:46.59,22,37415,
2023-08-24,16:10:46.84,14,3816,
2023-08-24,16:10:47.17,10,9167,
2023-08-24,16:10:47.36,8,23236,
2023-08-24,16:10:47.61,11,5434,
2023-08-24,16:10:47.86,19,31716,
2023-08-24,16:10:48.12,26,10924,
2023-08-24,16:10:48.35,31,26783,
2023-08-24,16:10:48.61,32,63435,
2023-08-24,16:10:48.83,23,14314,
2023-08-24,16:10:49.17,15,16939,
2023-08-24,16:10:49.32,11,9976,
2023-08-24,16:10:49.61,8,6710,
2023-08-24,16:10:49.85,9,11358,
2023-08-24,16:10:50.11,16,26839,
2023-08-24,16:10:50.36,24,47985,
2023-08-24,16:10:50.61,29,59896,
2023-08-24,16:10:50.85,32,2967,
2023-08-24,16:10:51.15,30,25284,
2023-08-24,16:10:51.33,20,4913,
2023-08-24,16:10:51.58,13,32300,
2023-08-24,16:10:51.86,10,43668,
2023-08-24,16:10:52.11,12,11189,
2023-08-24,16:10:52.36,21,52002,
2023-08-24,16:10:52.60,27,61184,
2023-08-24,16:10:52.85,31,53602,
2023-08-24,16:10:53.18,34,220,
2023-08-24,16:10:53.32,34,52530,
2023-08-24,16:10:53.56,27,43958,
2023-08-24,16:10:53.83,17,40946,
2023-08-24,16:10:54.11,12,43902,
2023-08-24,16:10:54.35,9,28024,
2023-08-24,16:10:54.61,10,1373,
2023-08-24,16:10:54.85,17,38255,
2023-08-24,16:10:55.19,24,7542,
2023-08-24,16:10:55.35,28,22640,
2023-08-24,16:10:55.57,32,18921,
2023-08-24,16:10:55.82,33,6092,
2023-08-24,16:10:56.06,28,45111,
2023-08-24,16:10:56.35,18,51541,
2023-08-24,16:10:56.60,12,18120,
2023-08-24,16:10:56.86,9,31416,
2023-08-24,16:10:57.19,8,36218,
2023-08-24,16:10:57.35,12,24909,
2023-08-24,16:10:57.60,20,15913,
2023-08-24,16:10:57.82,26,20655,
2023-08-24,16:10:58.07,30,15086,
2023-08-24,16:10:58.33,30,32008,
2023-08-24,16:10:58.60,24,11055,
2023-08-24,16:10:58.84,15,18667,
2023-08-24,16:10:59.18,11,53,
2023-08-24,16:10:59.34,8,49911,
2023-08-24,16:10:59.61,6,32490,
2023-08-24,16:10:59.85,5,12000,
2023-08-24,16:11:00.07,5,52626,
2023-08-24,16:11:00.32,11,15191,
2023-08-24,16:11:00.56,20,21969,
2023-08-24,16:11:00.85,26,24550,
2023-08-24,16:11:01.18,28,21154,
2023-08-24,16:11:01.34,21,59473,
2023-08-24,16:11:01.61,13,46901,
2023-08-24,16:11:01.85,9,57307,
2023-08-24,16:11:02.10,8,8273,
2023-08-24,16:11:02.32,11,46321,
2023-08-24,16:11:02.57,19,37870,
2023-08-24,16:11:02.81,26,22854,
2023-08-24,16:11:03.18,31,20652,
2023-08-24,16:11:03.34,34,44850,
2023-08-24,16:11:03.61,35,64597,
2023-08-24,16:11:03.86,28,23118,
2023-08-24,16:11:04.10,18,16737,
2023-08-24,16:11:04.34,13,40925,
2023-08-24,16:11:04.58,9,48768,
2023-08-24,16:11:04.82,11,63384,
2023-08-24,16:11:05.15,18,9701,
2023-08-24,16:11:05.35,25,33193,
2023-08-24,16:11:05.60,30,10554,
2023-08-24,16:11:05.84,33,30156,
2023-08-24,16:11:06.09,35,15143,
2023-08-24,16:11:06.35,33,54346,
2023-08-24,16:11:06.60,22,45085,
2023-08-24,16:11:06.83,14,11674,
2023-08-24,16:11:07.16,11,65033,
2023-08-24,16:11:07.31,9,22768,
2023-08-24,16:11:07.60,14,1080,
2023-08-24,16:11:07.84,22,65131,
2023-08-24,16:11:08.09,28,58458,
2023-08-24,16:11:08.35,31,11321,
2023-08-24,16:11:08.59,31,10995,
2023-08-24,16:11:08.84,22,10153,
2023-08-24,16:11:09.15,14,28991,
2023-08-24,16:11:09.30,10,5612,
2023-08-24,16:11:09.57,9,32868,
2023-08-24,16:11:09.85,14,14813,
2023-08-24,16:11:10.09,21,43835,
2023-08-24,16:11:10.36,27,43652,
2023-08-24,16:11:10.59,31,57098,
2023-08-24,16:11:10.86,33,37586,
2023-08-24,16:11:11.18,26,39566,
2023-08-24,16:11:11.32,16,3632,
2023-08-24,16:11:11.57,11,14609,
2023-08-24,16:11:11.82,9,51493,
2023-08-24,16:11:12.10,10,41760,
2023-08-24,16:11:12.35,17,37536,
2023-08-24,16:11:12.60,23,26466,
2023-08-24,16:11:12.84,28,45629,
2023-08-24,16:11:13.17,31,56950,
2023-08-24,16:11:13.35,34,60992,
2023-08-24,16:11:13.57,31,55511,
2023-08-24,16:11:13.81,21,27681,
2023-08-24,16:11:14.07,14,52571,
2023-08-24,16:11:14.34,10,8621,
2023-08-24,16:11:14.60,12,36296,
2023-08-24,16:11:14.85,20,4366,
2023-08-24,16:11:15.17,26,61466,
2023-08-24,16:11:15.33,31,23803,
2023-08-24,16:11:15.60,33,38730,
2023-08-24,16:11:15.81,32,36489,
2023-08-24,16:11:16.05,22,62856,
2023-08-24,16:11:16.32,14,44874,
2023-08-24,16:11:16.59,11,12705,
2023-08-24,16:11:16.83,10,2685,
2023-08-24,16:11:17.18,16,17173,
2023-08-24,16:11:17.34,23,58843,
2023-08-24,16:11:17.58,28,16363,
2023-08-24,16:11:17.84,32,8824,
2023-08-24,16:11:18.06,32,45691,
2023-08-24,16:11:18.30,25,8121,
2023-08-24,16:11:18.57,16,63887,
2023-08-24,16:11:18.84,11,49289,
2023-08-24,16:11:19.19,9,60651,
2023-08-24,16:11:19.34,10,30665,
2023-08-24,16:11:19.60,18,13415,
2023-08-24,16:11:19.84,25,4814,
2023-08-24,16:11:20.09,29,4054,
2023-08-24,16:11:20.32,33,62770,
2023-08-24,16:11:20.56,34,26690,
2023-08-24,16:11:20.80,30,10048,
2023-08-24,16:11:21.18,20,7532,
2023-08-24,16:11:21.34,13,4356,
2023-08-24,16:11:21.60,10,36432,
2023-08-24,16:11:21.85,10,11684,
2023-08-24,16:11:22.09,16,51486,
2023-08-24,16:11:22.33,23,59381,
2023-08-24,16:11:22.57,29,3289,
2023-08-24,16:11:22.81,32,25813,
2023-08-24,16:11:23.14,32,18611,
2023-08-24,16:11:23.34,23,51186,
2023-08-24,16:11:23.59,15,39071,
2023-08-24,16:11:23.84,11,15202,
2023-08-24,16:11:24.08,9,4721,
2023-08-24,16:11:24.35,13,62443,
2023-08-24,16:11:24.58,21,24642,
2023-08-24,16:11:24.80,27,34442,
2023-08-24,16:11:25.15,31,14202,
2023-08-24,16:11:25.31,33,21342,
2023-08-24,16:11:25.59,33,56466,
2023-08-24,16:11:25.83,23,58191,
2023-08-24,16:11:26.09,15,37664,
2023-08-24,16:11:26.33,11,55210,
2023-08-24,16:11:26.59,9,10097,
2023-08-24,16:11:26.83,13,29290,
2023-08-24,16:11:27.14,21,9661,
2023-08-24,16:11:27.30,27,36189,
2023-08-24,16:11:27.54,30,10013,
2023-08-24,16:11:27.84,32,3900,
2023-08-24,16:11:28.08,28,34924,
2023-08-24,16:11:28.33,18,62243,
2023-08-24,16:11:28.58,12,32246,
2023-08-24,16:11:28.84,9,3333,
2023-08-24,16:11:29.17,11,3118,
2023-08-24,16:11:29.31,18,61555,
2023-08-24,16:11:29.55,24,59561,
2023-08-24,16:11:29.80,29,62433,
2023-08-24,16:11:30.08,31,61501,
2023-08-24,16:11:30.33,33,46144,
2023-08-24,16:11:30.58,34,19657,
2023-08-24,16:11:30.83,28,39976,
2023-08-24,16:11:31.18,18,9910,
2023-08-24,16:11:31.33,12,44738,
2023-08-24,16:11:31.56,9,44296,
2023-08-24,16:11:31.80,11,55009,
2023-08-24,16:11:32.05,18,35353,
2023-08-24,16:11:32.34,25,49572,
2023-08-24,16:11:32.58,29,33283,
2023-08-24,16:11:32.83,32,52085,
2023-08-24,16:11:33.16,31,45632,
2023-08-24,16:11:33.34,22,8160,
2023-08-24,16:11:33.59,14,16525,
2023-08-24,16:11:33.80,10,27254,
2023-08-24,16:11:34.04,8,10657,
2023-08-24,16:11:34.31,11,63404,
2023-08-24,16:11:34.57,19,15969,
2023-08-24,16:11:34.84,25,33485,
2023-08-24,16:11:35.17,29,9795,
2023-08-24,16:11:35.33,32,53199,
2023-08-24,16:11:35.58,33,40416,
2023-08-24,16:11:35.82,26,24008,
2023-08-24,16:11:36.04,17,16155,
2023-08-24,16:11:36.30,12,34568,
2023-08-24,16:11:36.54,9,22820,
2023-08-24,16:11:36.83,11,65323,
2023-08-24,16:11:37.16,18,27093,
2023-08-24,16:11:37.32,25,17567,
2023-08-24,16:11:37.59,29,24812,
2023-08-24,16:11:37.83,32,33739,
2023-08-24,16:11:38.08,34,4370,
2023-08-24,16:11:38.30,35,61166,
2023-08-24,16:11:38.55,29,12805,
2023-08-24,16:11:38.79,18,22543,
2023-08-24,16:11:39.16,13,11070,
2023-08-24,16:11:39.32,10,31787,
2023-08-24,16:11:39.59,11,11780,
2023-08-24,16:11:39.83,18,40049,
2023-08-24,16:11:40.08,25,47714,
2023-08-24,16:11:40.34,29,47812,
2023-08-24,16:11:40.55,32,30398,
2023-08-24,16:11:40.79,33,17892,
2023-08-24,16:11:41.14,27,21848,
2023-08-24,16:11:41.32,17,19149,
2023-08-24,16:11:41.59,12,54310,
2023-08-24,16:11:41.82,9,33179,
2023-08-24,16:11:42.08,13,50738,
2023-08-24,16:11:42.32,20,17023,
2023-08-24,16:11:42.58,26,9110,
2023-08-24,16:11:42.80,30,62062,
2023-08-24,16:11:43.13,31,8380,
2023-08-24,16:11:43.29,25,21254,
2023-08-24,16:11:43.58,16,15637,
2023-08-24,16:11:43.83,11,1598,
2023-08-24,16:11:44.07,9,18004,
2023-08-24,16:11:44.33,8,20806,
2023-08-24,16:11:44.57,14,63894,
2023-08-24,16:11:44.83,22,52517,
2023-08-24,16:11:45.14,27,23093,
2023-08-24,16:11:45.30,30,63188,
2023-08-24,16:11:45.54,32,37969,
2023-08-24,16:11:45.82,34,48433,
2023-08-24,16:11:46.08,35,3481,
2023-08-24,16:11:46.33,34,7351,
2023-08-24,16:11:46.58,25,31144,
2023-08-24,16:11:46.82,16,32070,
2023-08-24,16:11:47.15,12,55655,
2023-08-24,16:11:47.29,10,64206,
2023-08-24,16:11:47.54,15,60416,
2023-08-24,16:11:47.80,22,60290,
2023-08-24,16:11:48.08,27,49882,
2023-08-24,16:11:48.32,31,55042,
2023-08-24,16:11:48.58,32,18718,
2023-08-24,16:11:48.82,27,35126,
2023-08-24,16:11:49.16,17,22097,
2023-08-24,16:11:49.32,12,44002,
2023-08-24,16:11:49.55,9,25185,
2023-08-24,16:11:49.79,7,19167,
2023-08-24,16:11:50.03,11,10282,
2023-08-24,16:11:50.33,18,23634,
2023-08-24,16:11:50.57,25,30649,
2023-08-24,16:11:50.82,29,24512,
2023-08-24,16:11:51.15,32,56559,
2023-08-24,16:11:51.31,34,29711,
2023-08-24,16:11:51.57,35,1882,
2023-08-24,16:11:51.79,36,5857,
2023-08-24,16:11:52.03,29,30581,
2023-08-24,16:11:52.29,19,58315,
2023-08-24,16:11:52.57,13,3049,
2023-08-24,16:11:52.81,13,34863,
2023-08-24,16:11:53.16,19,3841,
2023-08-24,16:11:53.32,27,30488,
2023-08-24,16:11:53.56,31,61033,
2023-08-24,16:11:53.82,34,55001,
2023-08-24,16:11:54.04,27,45925,
2023-08-24,16:11:54.28,17,59998,
2023-08-24,16:11:54.55,12,64656,
2023-08-24,16:11:54.82,9,49135,
2023-08-24,16:11:55.16,9,25859,
2023-08-24,16:11:55.32,15,51425,
2023-08-24,16:11:55.56,23,16368,
2023-08-24,16:11:55.82,28,9295,
2023-08-24,16:11:56.06,32,45189,
2023-08-24,16:11:56.28,34,24267,
2023-08-24,16:11:56.54,30,53605,
2023-08-24,16:11:56.78,20,58942,
2023-08-24,16:11:57.15,13,373,
2023-08-24,16:11:57.31,10,22112,
2023-08-24,16:11:57.56,9,36070,
2023-08-24,16:11:57.81,15,27191,
2023-08-24,16:11:58.07,23,32964,
2023-08-24,16:11:58.32,28,45449,
2023-08-24,16:11:58.55,31,54804,
2023-08-24,16:11:58.79,33,45085,
2023-08-24,16:11:59.03,28,37611,
2023-08-24,16:11:59.31,18,16856,
2023-08-24,16:11:59.57,12,61047,
2023-08-24,16:11:59.82,10,58625,
2023-08-24,16:12:00.06,12,20760,
2023-08-24,16:12:00.32,20,10700,
2023-08-24,16:12:00.56,26,34701,
2023-08-24,16:12:00.78,30,24307,
2023-08-24,16:12:01.03,32,23548,
2023-08-24,16:12:01.36,33,34170,
2023-08-24,16:12:01.56,26,49246,
2023-08-24,16:12:01.81,17,33704,
2023-08-24,16:12:02.07,12,29935,
2023-08-24,16:12:02.31,9,37016,
2023-08-24,16:12:02.57,11,25277,
2023-08-24,16:12:02.81,18,23523,
2023-08-24,16:12:03.03,25,31485,
2023-08-24,16:12:03.36,29,53799,
2023-08-24,16:12:03.55,31,3981,
2023-08-24,16:12:03.81,33,44714,
2023-08-24,16:12:04.06,29,56287,
2023-08-24,16:12:04.32,19,50537,
2023-08-24,16:12:04.57,13,33812,
2023-08-24,16:12:04.81,10,21121,
2023-08-24,16:12:05.14,9,28954,
2023-08-24,16:12:05.28,13,28287,
2023-08-24,16:12:05.52,21,57250,
2023-08-24,16:12:05.78,26,35803,
2023-08-24,16:12:06.06,29,21625,
2023-08-24,16:12:06.31,32,5767,
2023-08-24,16:12:06.56,31,43489,
2023-08-24,16:12:06.82,23,16374,
2023-08-24,16:12:07.15,15,42213,
2023-08-24,16:12:07.31,11,27239,
2023-08-24,16:12:07.53,8,64227,
2023-08-24,16:12:07.79,12,15288,
2023-08-24,16:12:08.03,19,45167,
2023-08-24,16:12:08.32,25,51427,
2023-08-24,16:12:08.57,29,9016,
2023-08-24,16:12:08.81,31,7783,
2023-08-24,16:12:09.14,29,35992,
2023-08-24,16:12:09.32,19,37645,
2023-08-24,16:12:09.56,13,30753,
2023-08-24,16:12:09.78,9,41414,
2023-08-24,16:12:10.02,7,57769,
2023-08-24,16:12:10.28,10,39089,
2023-08-24,16:12:10.55,17,59421,
2023-08-24,16:12:10.81,24,9051,
2023-08-24,16:12:11.14,28,19024,
2023-08-24,16:12:11.30,30,63119,
2023-08-24,16:12:11.57,31,12171,
2023-08-24,16:12:11.81,24,25736,
2023-08-24,16:12:12.03,15,36701,
2023-08-24,16:12:12.29,11,36471,
2023-08-24,16:12:12.53,8,50327,
2023-08-24,16:12:12.82,8,37721,
2023-08-24,16:12:13.14,15,60154,
2023-08-24,16:12:13.30,21,32040,
2023-08-24,16:12:13.56,26,42203,
2023-08-24,16:12:13.80,29,14115,
2023-08-24,16:12:14.07,30,5893,
2023-08-24,16:12:14.29,24,43033,
2023-08-24,16:12:14.53,16,6596,
2023-08-24,16:12:14.78,11,59372,
2023-08-24,16:12:15.13,8,21717,
2023-08-24,16:12:15.31,9,52751,
2023-08-24,16:12:15.56,16,32064,
2023-08-24,16:12:15.81,23,62066,
2023-08-24,16:12:16.05,28,25273,
2023-08-24,16:12:16.32,31,17957,
2023-08-24,16:12:16.54,32,21266,
2023-08-24,16:12:16.78,29,47283,
2023-08-24,16:12:17.03,19,33422,
2023-08-24,16:12:17.40,13,34102,
2023-08-24,16:12:17.56,9,12868,
2023-08-24,16:12:17.80,7,6056,
2023-08-24,16:12:18.06,8,43211,
2023-08-24,16:12:18.30,15,15891,
2023-08-24,16:12:18.56,22,48816,
2023-08-24,16:12:18.78,27,1453,
2023-08-24,16:12:19.02,29,61342,
2023-08-24,16:12:19.33,31,13750,
2023-08-24,16:12:19.55,32,8321,
2023-08-24,16:12:19.81,27,12033,
2023-08-24,16:12:20.05,18,38502,
2023-08-24,16:12:20.29,12,31174,
2023-08-24,16:12:20.55,10,23758,
2023-08-24,16:12:20.81,12,65001,
2023-08-24,16:12:21.03,20,52425,
2023-08-24,16:12:21.35,26,25866,
2023-08-24,16:12:21.53,30,47352,
2023-08-24,16:12:21.79,29,63678,
2023-08-24,16:12:22.06,20,10219,
2023-08-24,16:12:22.31,13,33500,
2023-08-24,16:12:22.55,10,54120,
2023-08-24,16:12:22.81,9,62401,
2023-08-24,16:12:23.14,14,62607,
2023-08-24,16:12:23.28,22,17074,
2023-08-24,16:12:23.52,27,13224,
2023-08-24,16:12:23.78,30,20705,
2023-08-24,16:12:24.06,33,50499,
2023-08-24,16:12:24.31,34,62944,
2023-08-24,16:12:24.56,35,11492,
2023-08-24,16:12:24.80,36,64113,
2023-08-24,16:12:25.13,32,55126,
2023-08-24,16:12:25.31,21,31478,
2023-08-24,16:12:25.53,14,5425,
2023-08-24,16:12:25.77,11,59522,
2023-08-24,16:12:26.01,10,5634,
2023-08-24,16:12:26.30,14,48759,
2023-08-24,16:12:26.55,22,58167,
2023-08-24,16:12:26.79,28,3223,
2023-08-24,16:12:27.14,31,27255,
2023-08-24,16:12:27.30,33,3667,
2023-08-24,16:12:27.54,35,40978,
2023-08-24,16:12:27.78,36,62762,
2023-08-24,16:12:28.02,37,37174,
2023-08-24,16:12:28.27,37,14625,
2023-08-24,16:12:28.55,38,42461,
2023-08-24,16:12:28.79,36,34489,
2023-08-24,16:12:29.15,26,61584,
2023-08-24,16:12:29.30,17,13030,
2023-08-24,16:12:29.55,12,25509,
2023-08-24,16:12:29.79,11,13981,
2023-08-24,16:12:30.03,16,37839,
2023-08-24,16:12:30.28,23,21205,
2023-08-24,16:12:30.54,28,52549,
2023-08-24,16:12:30.81,32,30890,
2023-08-24,16:12:31.14,33,26621,
2023-08-24,16:12:31.30,28,36465,
2023-08-24,16:12:31.54,19,57591,
2023-08-24,16:12:31.80,13,51321,
2023-08-24,16:12:32.06,9,59154,
2023-08-24,16:12:32.28,9,459,
2023-08-24,16:12:32.52,15,41066,
2023-08-24,16:12:32.76,22,25323,
2023-08-24,16:12:33.04,27,22031,
2023-08-24,16:12:33.31,31,9774,
2023-08-24,16:12:33.54,33,61178,
2023-08-24,16:12:33.80,35,33561,
2023-08-24,16:12:34.04,36,38166,
2023-08-24,16:12:34.30,37,57793,
2023-08-24,16:12:34.52,31,33285,
2023-08-24,16:12:34.76,20,33858,
2023-08-24,16:12:35.02,14,5954,
2023-08-24,16:12:35.39,11,51880,
2023-08-24,16:12:35.55,12,39217,
2023-08-24,16:12:35.80,19,10463,
2023-08-24,16:12:36.04,26,11648,
2023-08-24,16:12:36.29,31,10525,
2023-08-24,16:12:36.55,34,38274,
2023-08-24,16:12:36.77,32,61671,
2023-08-24,16:12:37.02,22,27410,
2023-08-24,16:12:37.35,14,12752,
2023-08-24,16:12:37.55,11,17348,
2023-08-24,16:12:37.80,10,7649,
2023-08-24,16:12:38.04,15,49042,
2023-08-24,16:12:38.29,22,54639,
2023-08-24,16:12:38.54,28,54175,
2023-08-24,16:12:38.80,32,52257,
2023-08-24,16:12:39.02,34,26773,
2023-08-24,16:12:39.35,33,22582,
2023-08-24,16:12:39.51,23,27617,
2023-08-24,16:12:39.80,15,31749,
2023-08-24,16:12:40.05,11,30326,
2023-08-24,16:12:40.29,12,9038,
2023-08-24,16:12:40.53,18,17002,
2023-08-24,16:12:40.80,25,52727,
2023-08-24,16:12:41.05,29,57692,
2023-08-24,16:12:41.35,32,50294,
2023-08-24,16:12:41.52,30,18465,
2023-08-24,16:12:41.76,20,32087,
2023-08-24,16:12:42.05,13,40882,
2023-08-24,16:12:42.29,10,51850,
2023-08-24,16:12:42.54,10,9137,
2023-08-24,16:12:42.79,16,9005,
2023-08-24,16:12:43.13,23,2324,
2023-08-24,16:12:43.30,28,45180,
2023-08-24,16:12:43.51,31,6756,
2023-08-24,16:12:43.75,34,59351,
2023-08-24,16:12:44.01,35,21177,
2023-08-24,16:12:44.29,29,43401,
2023-08-24,16:12:44.53,19,32310,
2023-08-24,16:12:44.80,13,12652,
2023-08-24,16:12:45.13,10,34268,
2023-08-24,16:12:45.29,9,43299,
2023-08-24,16:12:45.53,15,31880,
2023-08-24,16:12:45.77,22,48649,
2023-08-24,16:12:46.01,27,35917,
2023-08-24,16:12:46.25,30,8364,
